group_id: [160,164]

Description: C2 x (C5 : Q16)

   Subgroups         rho
  1                 1
  C2                1
  C2                1
  C2                1
  C4                1
  C4                1
  C4                1
  C4                1
  C4                1
  C2 x C2           1
  C4                1
  C5                1
  Q8                1
  Q8                1
  C4 x C2           1
  Q8                1
  Q8                1
  C4 x C2           1
  C4 x C2           1
  Q8                1
  C8                1
  Q8                1
  C8                1
  C10               1
  C10               1
  C10               1
  Q16               1
  Q16               1
  C8 x C2           1
  Q16               1
  Q16               1
  C2 x Q8           1
  C2 x Q8           1
  C20               1
  C5 : C4           1
  C20               1
  C20               1
  C10 x C2          1
  C20               1
  C5 : C4           1
  C2 x Q16          1
  C5 x Q8           1
  C20 x C2          1
  C2 x (C5 : C4)    1
  C5 : Q8           1
  C20 x C2          1
  C5 : Q8           1
  C5 : Q8           1
  C5 : C8           1
  C5 x Q8           1
  C5 x Q8           1
  C5 : C8           1
  C10 x Q8          1
  C5 : Q16          1
  C2 x (C5 : Q8)    1
  C5 : Q16          1
  C2 x (C5 : C8)    1
  C5 : Q16          1
  C5 : Q16          1
  C2 x (C5 : Q16)   1
